Front,Back,Tags
"beijing
/beidʒiŋ/

_…ffice 
Rauch and I analysed the strike 
institutional culture can be 
-
signals **Beijing**'s tightening 
and found that the partial 
meaningful and motivating._","## beijing

**Chinese:** [经] 北京
**English:** n. capital of the People's Republic of China in the Hebei province in northeastern China; 2nd largest Chinese city
**CEFR:** C1

📊 Appears in 146 issue(s) · 319 occurrences",CEFR::C1
"migrants
/'maɪɡrənts/

_In effect, it bars
entry to most **migrants** arriving at America’s southern and northern borders,
including those seeking asylum._","## migrants

**Chinese:** n. 移居者( migrant的复数形式 ); 移民; 候鸟; 迁移动物
**English:** n. traveler who moves from one region or country to another
**CEFR:** C1

📊 Appears in 118 issue(s) · 314 occurrences",CEFR::C1
"musk
/mʌsk/

_As Mr **Musk** put it: “It’s a lot, basically.”

KAL’s cartoon

What If?_","## musk

**Chinese:** n. 麝香, 麝香的气味\n[化] 麝香
**English:** n. an odorous glandular secretion from the male musk deer; used as a perfume fixative\nn. the scent of a greasy glandular secretion from the male musk deer
**CEFR:** C2

📊 Appears in 99 issue(s) · 313 occurrences",CEFR::C2
"japanese
/.dʒæpә'ni:z/

_With luck, a low-cost alternative to the biggest clouds will
emerge, much as **Japanese** car companies challenged Detroit’s big three._","## japanese

**Chinese:** n. 日本人, 日语\na. 日本的, 日语的
**English:** n. a native or inhabitant of Japan\nn. the language (usually considered to be Altaic) spoken by the Japanese\na. of or relating to or characteristic of Japan or its people or their culture or language
**CEFR:** B1

📊 Appears in 132 issue(s) · 313 occurrences",CEFR::B1
"internet
/'intәnet/

_…ainframes, PCs, mobile phones,
and now the spread of cloud computing,
Big Data, **Internet** of Things (IoT), artiﬁcial
intelligence (AI) and 5G networks._","## internet

**Chinese:** [计] 因特网, 国际互连网, 网际网络, 互连网络, 广域网
**English:** n. a computer network consisting of a worldwide network of computer networks that use the TCP/IP network protocols to facilitate data transmission and exchange
**CEFR:** A1

📊 Appears in 136 issue(s) · 311 occurrences",CEFR::A1
"supreme
/sju'pri:m/

_For a continent obsessed with its shrinking place in
the world, football offers an arena where it is still **supreme**._","## supreme

**Chinese:** n. 至高, 霸权\na. 至高的, 终极的, 极端的, 最大的
**English:** s. final or last in your life or progress\ns. highest in excellence or achievement\ns. greatest or maximal in degree; extreme
**CEFR:** B1

📊 Appears in 135 issue(s) · 302 occurrences",CEFR::B1
"pakistan
/.pɑ:ki'stɑ:n/

_Wherever he ran, he
said, both India and **Pakistan** ran with him._","## pakistan

**Chinese:** n. 巴基斯坦
**English:** n. a Muslim republic that occupies the heartland of ancient south Asian civilization in the Indus River valley; formerly part of India; achieved independence from the United Kingdom in 1947
**CEFR:** B1

📊 Appears in 102 issue(s) · 297 occurrences",CEFR::B1
"macron
/'mækrәn/

_President Emmanuel **Macron**’s La République en
Marche also failed to win any regions._","## macron

**Chinese:** n. 长音符号
**English:** n a diacritical mark (-) placed above a vowel to indicate a long sound
**CEFR:** C2

📊 Appears in 111 issue(s) · 294 occurrences",CEFR::C2
"english
/'iŋgliʃ/

_Some print in a mixture of Chinese
and **English**, in part because they hope this will deflect criticism._","## english

**Chinese:** n. 英语\na. 英文的, 英国人的
**English:** n. an Indo-European language belonging to the West Germanic branch; the official language of Britain and the United States and most of the commonwealth countries\nn. the people of England\nn. the discipline that studies the English language and literature
**CEFR:** A2

📊 Appears in 142 issue(s) · 289 occurrences",CEFR::A2
"solar
/'sәulә/

_To think about **solar** geoengineering requires facing those problems—and
the risk that powers…_","## solar

**Chinese:** a. 太阳的, 日光的, 源自太阳的\n[医] 太阳的; 腹腔丛的
**English:** a. relating to or derived from the sun or utilizing the energies of the sun
**CEFR:** B2

📊 Appears in 99 issue(s) · 288 occurrences",CEFR::B2
"hong
/hɔŋ/

_adaptation· offered bythe 
wellbeing, to reOect before 
Departmentof Coniputer 
For **Hong** Kong, the recent 
strike on the London 
implenienting long-term._","## hong

**Chinese:** n. （中国、日本的）行, 商行
**English:** n. A mercantile establishment or factory for foreign trade in\n   China, as formerly at Canton; a succession of offices connected by a\n   common passage and used for business or storage.\nv. t. & i. To hang.
**CEFR:** B1

📊 Appears in 114 issue(s) · 282 occurrences",CEFR::B1
"zero
/'ziәrәu/

_Several states now require carmakers
to sell a fixed percentage of **zero**-emission vehicles._","## zero

**Chinese:** n. 零, 零点, 零度, 无, 乌有, 最低点\na. 零的, 没有的\nvt. 调零, 对(炮火等)作协调校正\n[计] 零
**English:** n. a mathematical element that when added to another number yields the same number\nn. the point on a scale from which positive or negative numerical quantities can be measured\nn. the sight setting that will cause a projectile to hit the center of the target with no wind blowing\nv. adjust (an instrument or device) to zero value
**CEFR:** C1

📊 Appears in 133 issue(s) · 278 occurrences",CEFR::C1
"google

_In a corporate
change of heart that typified the era, **Google** gave each employee globally
$1,000 for home-office furniture, offered…_","## google

**Chinese:** 谷歌；搜索引擎技术；谷歌公司
**English:** n. a widely used search engine that uses text-matching techniques to find web pages that are important and relevant to a user's search\nv. search the internet (for information) using the Google search engine

📊 Appears in 139 issue(s) · 276 occurrences",
"asian
/'eiʃәn/

_In
general, **Asian** countries have been less normal than you would expect._","## asian

**Chinese:** n. 亚洲人\na. 亚洲的, 亚洲人的
**English:** n. a native or inhabitant of Asia\na. of or relating to or characteristic of Asia or the peoples of Asia or their languages or culture
**CEFR:** B2

📊 Appears in 140 issue(s) · 272 occurrences",CEFR::B2
"modi
/'mәudai/

_…d Raghuram Rajan, a former head of the central
bank, both clashed with Narendra **Modi**, the prime minister, in those jobs._","## modi

**Chinese:** [计] 模块化光学数字接口
**English:** pl.  of Modus
**CEFR:** C2

📊 Appears in 104 issue(s) · 271 occurrences",CEFR::C2
"de
/di:/

_…Royal Society Enterprise Fund
Oxford

The legacy of Brazil’s army

PEDRO FRANCO **DE** CAMPOS PINTO
Assistant professor
Musashi University
Tokyo

Briefing

Coat…_","## de

**Chinese:** [化] 非对映体过量\n[医] 铥(69号元素铥的别名,1916年Eder离得的假想元素)
**English:** n a Mid-Atlantic state; one of the original 13 colonies

📊 Appears in 136 issue(s) · 269 occurrences",
"kong
/kɔŋ/

_adaptation· offered bythe 
wellbeing, to reOect before 
Departmentof Coniputer 
For Hong **Kong**, the recent 
strike on the London 
implenienting long-term._","## kong

**Chinese:** n. 含锡砾石下的无矿基岩；钢
**CEFR:** C1

📊 Appears in 111 issue(s) · 267 occurrences",CEFR::C1
"arab
/'ærәb/

_America
has also pressed the United **Arab** Emirates, which has provided Abiy’s
government with financial support (and possibly arms), not to bail it out._","## arab

**Chinese:** n. 阿拉伯人, 阿拉伯马\na. 阿拉伯人的, 阿拉伯的
**English:** n. a member of a Semitic people originally from the Arabian peninsula and surrounding territories who speaks Arabic and who inhabits much of the Middle East and northern Africa
**CEFR:** B2

📊 Appears in 134 issue(s) · 267 occurrences",CEFR::B2
"km

_Sir Richard flew in the
VSS Unity, a Virgin Galactic rocket plane, 85km above New Mexico before
gliding down to land._","## km

**Chinese:** [医] 千米, 公里
**English:** n a metric unit of length equal to 1000 meters (or 0.621371 miles)

📊 Appears in 137 issue(s) · 267 occurrences",
"gulf
/gʌlf/

_The national dish in most **Gulf**
countries, known as kabsa or machboos, is a bed of (imported) rice topped
with cuts of meat._","## gulf

**Chinese:** n. 海湾, 深渊, 漩涡, 隔阂\nvt. 吞没
**English:** n. an arm of a sea or ocean partly enclosed by land; larger than a bay\nn. an unbridgeable disparity (as from a failure of understanding)\nn. a deep wide chasm
**CEFR:** B1

📊 Appears in 114 issue(s) · 264 occurrences",CEFR::B1
"lexington
/'leksiŋtәn/

_…y observers silent,” it warns, “complicating scientific pursuit of the
topic.”

**Lexington**

like Lubec, where only about 1,300 people live._","## lexington

**Chinese:** n. 列克星敦市（位于美国肯塔基州）
**English:** n. town in eastern Massachusetts near Boston where the first battle of the American Revolution was fought\nn. a city in eastern Kentucky; noted for raising thoroughbred horses\nn. the first battle of the American Revolution (April 19, 1775)
**CEFR:** C1

📊 Appears in 186 issue(s) · 263 occurrences",CEFR::C1
"italy
/'itәli/

_But
warmer places like France, **Italy** and Spain have had a rotten deal._","## italy

**Chinese:** n. 意大利
**English:** n. a republic in southern Europe on the Italian Peninsula; was the core of the Roman Republic and the Roman Empire between the 4th century BC and the 5th century AD
**CEFR:** A2

📊 Appears in 131 issue(s) · 259 occurrences",CEFR::A2
"texas
/'teksәs/

_…a technology-news outlet, published a story about
a group of mothers in Austin, **Texas**, who had dosed themselves with mRNA
molecules during pregnancy._","## texas

**Chinese:** n. 德克萨斯
**English:** n. the second largest state; located in southwestern United States on the Gulf of Mexico
**CEFR:** C2

📊 Appears in 126 issue(s) · 254 occurrences",CEFR::C2
"microsoft

_Others
speculate about a deal with **Microsoft**, which has both cloud-gaming
technology and a games studio._","## microsoft

**Chinese:** n. (美国)微软公司\n[电] 微软公司

📊 Appears in 114 issue(s) · 249 occurrences",
"keir
/kiә/

_But if Sir
**Keir** has brought his party to the point where a government screw-up could
co…_","## keir

**Chinese:** n. (kier之变体)漂染缸, 煮布锅
**English:** n. See Kier.
**CEFR:** C2

📊 Appears in 98 issue(s) · 248 occurrences",CEFR::C2
"soviet
/'sәuviәt/

_Thirteen years later Chinese
investors purchased a half-built **Soviet** carrier and towed it from Ukraine to
China, purportedly to turn it in…_","## soviet

**Chinese:** n. 代表会议, 苏维埃, 苏联\na. 苏维埃的, 苏联的
**English:** n. an elected governmental council in a communist country (especially one that is a member of the Union of Soviet Socialist Republics)\na. of or relating to or characteristic of the former Soviet Union or its people
**CEFR:** B2

📊 Appears in 123 issue(s) · 242 occurrences",CEFR::B2
"candidates
/'kændɪdeɪts/

_But other parties teamed up against her
**candidates**, who lost._","## candidates

**Chinese:** n. 报考者( candidate的复数形式 ); 申请求职者; 攻读学位者; 最后命运或结局如何已显然可见者
**English:** n. a politician who is running for public office\nn. someone who is considered for something (for an office or prize or honor etc.)
**CEFR:** B2

📊 Appears in 123 issue(s) · 241 occurrences",CEFR::B2
"tv
/'ti:'vi:/

_Wrestling with common sense

governor of Minnesota, once hosted a **TV** show investigating claims that the
CIA had been turning citizens into ass…_","## tv

**Chinese:** 电视\n[计] 电视, 转移向量
**English:** n broadcasting visual images of stationary or moving objects\nn an electronic device that receives television signals and displays them on a screen

📊 Appears in 130 issue(s) · 237 occurrences",
