Front,Back,Tags
"cardiologist

_A **cardiologist** by training, Mr Valeti says he was inspired to start
Upside by…_","## cardiologist

**Chinese:** n. 心脏病学家\n[医] 心[脏]病学家
**English:** n. a specialist in cardiology; a specialist in the structure and function and disorders of the heart
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"lactic
/'læktik/

_Without **lactic**-acid fermentation a
bumper crop of cabbage would rot uneaten._","## lactic

**Chinese:** a. 乳的, 乳汁的, 由乳汁取得的\n[医] 乳的
**English:** a. of or relating to or obtained from milk (especially sour milk or whey)
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"illogical
/i'lɒdʒikl/

_This is **illogical**, particularly for diners who happily
consume shrimp and other crustaceans, but then eating is only rarely logical._","## illogical

**Chinese:** a. 不合逻辑的, 无缘由的\n[法] 不合逻辑的, 无条理的, 说不通的
**English:** a. lacking in correct logical relation
**CEFR:** B1

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::B1
"laconic
/lә'kɒnik/

_The **laconic**
Mr Knight’s sidekick was Jeff Johnson, an oddball so enthusiastic about
selling trainers that he wrote endless letters to his exasperated boss._","## laconic

**Chinese:** a. 简洁的, 简明的
**English:** s brief and to the point; effectively cut short; `yes'""
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"minion
/'minjәn/

_Oxford Nanopore’s smallest product, the **MInION**, is
the size of a chunky mobile phone._","## minion

**Chinese:** n. 奴才, 宠臣
**English:** n. a servile or fawning dependant
**CEFR:** A2

📊 Appears in 1 issue(s) · 2 occurrences",CEFR::A2
"crutch
/krʌtʃ/

_Its
other **crutch** has been bail-outs from the IMF: Pakistan has received 22,
more than any other country (see chart 2)._","## crutch

**Chinese:** n. 拐杖, 支撑, 依靠\nvt. 支撑
**English:** n. a wooden or metal staff that fits under the armpit and reaches to the ground; used by disabled person while walking\nn. anything that serves as an expedient
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"allegory
/'æligәri/

_Hwang Dong-hyuk, the director, says the show is an
**allegory** about modern capitalism._","## allegory

**Chinese:** n. 寓言
**English:** n. an expressive style that uses fictional characters and events to describe some subject by suggestive resemblances; an extended metaphor
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"indestructible
/.indi'strʌktәbl/

_In 1871 “the lesson people took away from the destruction of Chicago was
that it was **indestructible**,” says Mr Smith._","## indestructible

**Chinese:** a. 不能破坏的, 不可毁灭的
**English:** a. not easily destroyed
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"collude
/kә'lu:d/

_of that is siphoned off by “ghost workers”, who **collude** with employers to
share the payout)._","## collude

**Chinese:** vi. 共谋, 串通, 勾结
**English:** v act in unison or agreement and in secret towards a deceitful or illegal purpose
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"catechism
/'kætikizm/

_The abuse was countrywide: in
local parishes, scout groups, **catechism** classes and within families._","## catechism

**Chinese:** n. (基督教的)教理问答, 一套问答
**English:** n. a series of question put to an individual (such as a political candidate) to elicit their views\nn. an elementary book summarizing the principles of a Christian religion; written as questions and answers
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"scribble
/'skribl/

_…umon, a big Japanese education firm, children perch on dinky
plastic chairs and **scribble** in little workbooks._","## scribble

**Chinese:** n. 潦草的写法, 潦草写成的东西, 拙劣的作品\nv. 潦草地书写, 乱写, 滥写
**English:** n. poor handwriting\nn. an aimless drawing\nv. write down quickly without much attention to detail\nv. write carelessly
**CEFR:** B2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::B2
"altruism
/'æltruizm/

_It strains credulity to think that **altruism** is enough to
convince firms to act._","## altruism

**Chinese:** n. 利他主义, 利他
**English:** n. the quality of unselfish concern for the welfare of others
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"misogynist
/mai'sɒdʒinist/

_He is a **misogynist**, a shallow showman and supremely
selfish._","## misogynist

**Chinese:** n. 厌恶女人的人
**English:** n. a misanthrope who dislikes women in particular
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"trek
/trek/

_William Shatner, the actor who played
the iconic character in “Star **Trek**”, took a trip on the second flight of Jeff
Bezos’s New Shepard capsule._","## trek

**Chinese:** vi. 牛拉货车, 艰苦跋涉\nn. 牛车旅行, 艰苦跋涉
**English:** n. a journey by ox wagon (especially an organized migration by a group of settlers)\nn. any long and difficult trip\nv. journey on foot, especially in the mountains\nv. make a long and difficult journey
**CEFR:** B2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::B2
"throng
/θrɒ:ŋ/

_This week Mr Chappelle, surrounded by
a **throng** of adoring A-listers, was given a standing ovation at the Hollywood
Bowl._","## throng

**Chinese:** n. 群, 人群, 群集, 众多\na. 拥挤的\nvi. 群集, 蜂拥\nvt. 在...群集, 使拥塞
**English:** v. press tightly together or cram
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"atone
/ә'tәun/

_Iran, arguing that America had to **atone** for
reneging on the JCPOA, has also demanded better terms, not least t…_","## atone

**Chinese:** vi. 补偿, 弥补\n[法] 赔偿, 补偿, 偿还
**English:** v make amends for\nv turn away from sin or do penitence
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"overlord
/'әuvәlɒ:d/

_If France were candid about what
happened, the trial could help to redefine its relations with Burkina Faso “as
a partner, not as imperialist **overlord**”._","## overlord

**Chinese:** n. 大君主, 最高君主, 霸主\n[法] 霸权, 霸主地位, 封建君主
**English:** n. a person who has general authority over others
**CEFR:** A2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::A2
"err
/ә:/

_In grey areas they have reason to **err** on the side of caution._","## err

**Chinese:** vi. 犯错, 做错, 犯罪\n[法] 弄错, 犯错误, 陈述
**English:** v. to make a mistake or be incorrect
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"apposite
/'æpәuzit/

_But Mr Gardullo’s
time-chopping exhibition could not be more **apposite**._","## apposite

**Chinese:** a. 贴切的, 合适的
**English:** s. being of striking appropriateness and pertinence
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"hesitation
/.hezi'teiʃәn/

_Yet
(after some **hesitation**) Mr Karacsony withdrew in Mr Marki-Zay’s favour._","## hesitation

**Chinese:** n. 犹豫, 踌躇, 含糊, 口吃, 暂停\n[计] 暂停
**English:** n. indecision in speech or action\nn. the act of pausing uncertainly
**CEFR:** B2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::B2
"horticulture
/.hɒ:ti'kʌltʃә/

_…l
the way down to a loin steak,” explains Bethan Wilkins of the Agriculture
and **Horticulture** Development Board, a quango._","## horticulture

**Chinese:** n. 园艺
**English:** n the cultivation of plants
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"truculence
/'trʌkjulәns/

_…that upwardly mobile figure who, thanks to
his combination of self-reliance and **truculence**, drove the Thatcherite
revolution of the 1980s and the Brexit rev…_","## truculence

**Chinese:** n. 野蛮, 粗暴, 好战
**English:** n. obstreperous and defiant aggressiveness
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"rarefied
/'rєәrifaid/

_It received valid criticism, too: some noted that the setting, an
elite private school, is a **rarefied** world few Jordanians experience._","## rarefied

**Chinese:** a. 变成稀薄的, 纯化的, 精炼过的, 崇高的
**English:** v lessen the density or solidity of\nv make more subtle or refined\nv weaken the consistency of (a chemical substance)\ns having low density\ns of high moral or intellectual value; elevated in nature or style
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"tendentious
/ten'denʃәs/

_Many
complaints were of the more **tendentious** sort, though._","## tendentious

**Chinese:** a. 有偏见的, 有倾向的, 淘气的
**English:** s. having or marked by a strong tendency especially a controversial one
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"homogeneity
/.hɒmәdʒe'ni:iti/

_**Homogeneity** made the planet’s piggy population a
pathogen’s playground._","## homogeneity

**Chinese:** n. 同种, 同质, 齐性\n[医] 同种性, 纯一性, 同质性, 均匀性
**English:** n. the quality of being similar or comparable in kind or nature\nn. the quality of being of uniform throughout in composition or structure
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"thoroughfare
/'θʌrәfєә/

_That’s good news for the city’s
busiest shopping **thoroughfare**, which lost some big high-street names during
the pandemic._","## thoroughfare

**Chinese:** n. 通路, 大道
**English:** n. a public road from one place to another
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"pathological
/,pæθә'lɔdʒikәl/

_…h-East Asia being a “zone of
peace, freedom and neutrality” or, in the region’s **pathological** inclination for
acronyms, ZOPFAN._","## pathological

**Chinese:** a. 病理学的, 由疾病引起的, (非正式)不合理的, 仅由想象引起的, 不理智的\n[计] 错误的
**English:** a. of or relating to the practice of pathology\ns. caused by or evidencing a mentally disturbed condition
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"raze
/reiz/

_…ed against the persecuted Rohingya
minority in Rakhine state, in which soldiers **raze** villages, forcing civilians to
flee, in order then to hit exposed rebel…_","## raze

**Chinese:** vt. 毁灭, 刮去, 把...夷为平地, 消除, 抹去, 破坏
**English:** v tear down so as to make flat with the ground
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"cull
/kʌl/

_■

Animal rights

considered a **cull**, prompting a Colombian lawyer to take up the cause._","## cull

**Chinese:** vt. 采, 摘, 拣\nn. 拣出的等外品, 被剔出的动物
**English:** n. the person or thing that is rejected or set aside as inferior in quality\nv. remove something that has been rejected
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"slander
/'slændә/

_The envoys “took a
step back from the **slander** against our country”, he said._","## slander

**Chinese:** n. 中伤, 诽谤\nvt. 中伤, 诽谤
**English:** n. words falsely spoken that damage the reputation of another
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"regale
/ri'geil/

_Meanwhile, Sedat Peker, a
fugitive mobster, continues to **regale** his 2m Twitter followers with stories
implicating officials in crimes…_","## regale

**Chinese:** vt. 款待, 使快乐\nvi. 享用\nn. 盛宴, 佳肴, 款待
**English:** v. provide with choice or abundant food or drink
**CEFR:** B2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::B2
"nibble
/'nibl/

_Shipping costs **nibble** away at
margins._","## nibble

**Chinese:** n. 少量食物, 细咬, 轻咬, 啃\nv. 一点一点地咬, 细咬, 吹毛求疵\n[计] 半字节
**English:** n. gentle biting\nv. bite off very small pieces\nv. bite gently\nv. eat intermittently; take small bites of
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"prudential
/pru:'denʃәl/

_If a property tax were to weigh too heavily on the
market, these **prudential** limits could be eased._","## prudential

**Chinese:** a. 审慎的, 精明的, 起咨询作用的
**English:** s. arising from or characterized by prudence especially in business matters
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"amour
/ә'muә/

_NASA
hopes to save America’s **amour** propre._","## amour

**Chinese:** n. 偷情, 性爱\n[法] 奸情, 不正当的男女关系, 恋爱
**English:** n a usually secretive or illicit sexual relationship
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"earthy
/'ә:θi/

_**Earthy** delights

that fail to meet._","## earthy

**Chinese:** a. 土的, 土质的, 土味的
**English:** s. not far removed from or suggestive of nature\ns. hearty and lusty\na. of or consisting of or resembling earth
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"ennui
/'ɒnwi:/

_Gerard Reve’s novel of queer post-war **ennui**, to “The Discomfort of
Evening” (2020), Marieke Lucas Rijneveld’s novel of queer millennial
ennui._","## ennui

**Chinese:** n. 倦怠, 厌倦\n[医] 厌倦
**English:** n the feeling of being bored by something tedious
**CEFR:** C2

📊 Appears in 1 issue(s) · 2 occurrences",CEFR::C2
"transcendent
/træn'sendәnt/

_All those elements came
together round the **transcendent** joy of cheese: a joy now gloriously various,
from just one small corner of America._","## transcendent

**Chinese:** a. 卓越的, 出类拔萃的, 超常的\nn. 卓越的人, 超绝物
**English:** s. exceeding or surpassing usual limits especially in excellence\ns. beyond and outside the ordinary range of human experience or understanding
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"disrepute
/.disri'pju:t/

_This week’s vote compounded his offences by also,
shamelessly, bringing Parliament into **disrepute**._","## disrepute

**Chinese:** n. 丧失名誉, 坏名声, 不名誉
**English:** n. the state of being held in low esteem
**CEFR:** A1

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::A1
"tractable
/'træktәbl/

_If Mr Costa nonetheless does well, he might be able to govern with smaller,
more **tractable** allies than the ones that have just let him down._","## tractable

**Chinese:** a. 驯服的, 易于管教的\n[经] 易加工的, 易处理的
**English:** a. easily managed (controlled or taught or molded)
**CEFR:** B1

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::B1
"harmonious
/hɑ:'mәuniәs/

_It is credited with playing a big part in Germany’s **harmonious**
labour relations._","## harmonious

**Chinese:** a. 和睦的, 调和的, 和谐的, 协调的
**English:** a. musically pleasing\ns. exhibiting equivalence or correspondence among constituents of an entity or between different entities\ns. suitable and fitting\ns. existing together in harmony
**CEFR:** A2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::A2
"involuntary
/in'vɒlәntәri/

_Most of the **involuntary** migrants presumably perish, frustrated,
on the shores of Poland and Germany._","## involuntary

**Chinese:** a. 自然而然的, 无意识的, 不知不觉的, 偶然的, 不随意的\n[医] 不随意的
**English:** a. not subject to the control of the will\na. controlled by the autonomic nervous system; without conscious control
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"proclivity
/prә'kliviti/

_But given many pre-Columbian
peoples’ **proclivity** for human sacrifice, rather than mere bloodletting, it
might not…_","## proclivity

**Chinese:** n. 倾向, 癖性
**English:** n. a natural inclination
**CEFR:** B1

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::B1
"licentious
/lai'senʃәs/

_values of family, culture and history are being corrupted by the liberal and
**licentious** West and that only they can defend them._","## licentious

**Chinese:** a. 放肆的\n[法] 放纵的, 无法无天的, 不守法的
**English:** s. lacking moral discipline; especially sexually unrestrained
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"miscreant
/'miskriәnt/

_Regulators take several approaches towards weeding out **miscreant** owners
—of varying severity._","## miscreant

**Chinese:** a. 邪恶的, 邪道的, 异端的\nn. 罪大恶极的人, 恶棍, 异端
**English:** n a person without moral scruples
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"swerve
/swә:v/

_They told him to **swerve** at a bump, or slow
down, without interrupting his flow of ideas._","## swerve

**Chinese:** n. 转向, 弯曲, 背离\nvi. 突然转向, 转弯, 背离\nvt. 使突然转向, 使转弯, 使背离
**English:** n. the act of turning aside suddenly\nv. turn sharply; change direction abruptly
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"reprimand
/'reprimɑ:nd/

_earning in 2019 a sharp **reprimand** from the WTO._","## reprimand

**Chinese:** n. 谴责, 惩戒, 非难\nvt. 谴责, 惩戒, 严责
**English:** v. rebuke formally
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"apoplectic
/.æpәu'plektik/

_Royal purge

parts of the Netherlands has been **apoplectic**._","## apoplectic

**Chinese:** n. 中风病人\na. 中风的, 有中风迹象的
**English:** a. pertaining to or characteristic of apoplexy
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"vulgar
/'vʌlgә/

_But even those
investors who insist on **vulgar** bean-counting will be impressed by the fact
that £1,000 invested in t…_","## vulgar

**Chinese:** a. 粗俗的, 庸俗的, 普通的, 通俗的, 方言的\n[法] 庸俗的, 卑下的, 粗俗的
**English:** s lacking refinement or cultivation or taste\ns of or associated with the great masses of people\ns being or characteristic of or appropriate to everyday language\ns conspicuously and tastelessly indecent
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"expropriate
/eks'prәuprieit/

_In a referendum in September Berlin’s
residents took the drastic step of voting to **expropriate** big landlords such as
Vonovia and Deutsche Wohnen._","## expropriate

**Chinese:** vt. 剥夺, 没收, 征用\n[法] 征用, 没收, 剥夺...的所有权
**English:** v. deprive of possessions
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"whereupon
/,(h)weәrә'pɔn/

_With enemies like these

not until elections in a couple of important farm states drew uncomfortably
near, **whereupon** Mr Modi crumpled completely._","## whereupon

**Chinese:** conj. 因此, 于是
**English:** adv. Upon which; in consequence of which; after which.
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"alias
/'eiliæs/

_They include Rodrigo Londoño,
**alias** Timochenko, the guerrilla group’s top commander._","## alias

**Chinese:** n. 别名, 化名\nadv. 以化名为人所知\n[计] 别名; 替换入口
**English:** n. a name that has been assumed temporarily\nr. as known or named at another time or place
**CEFR:** C1

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C1
"obligatory
/ɒb'ligәtәri/

_Italy made them **obligatory** for all workers in public or
private companies, unless they can p…_","## obligatory

**Chinese:** a. 义务的, 必须的, 强制性的\n[法] 有拘束的, 强制的, 必须的
**English:** a. morally or legally constraining or binding\ns. required by obligation or compulsion or convention
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"verity
/'veriti/

_Correction (November 25th 2021): An earlier version of this article said Ted
**Verity** will preside over the MailOnline._","## verity

**Chinese:** n. 真实, 真理, 忠诚\n[法] 真实性, 真理, 事实
**English:** n. an enduring or necessary ethical or religious or aesthetic truth
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"dismount
/dis'maunt/

_“It’s like falling off your horse and saying
you were going to **dismount** anyway.”

Buttonwood

To understand all this, imagine you are pondering a trade._","## dismount

**Chinese:** v. (使)下马\n[计] 卸除卷
**English:** n. the act of dismounting (a horse or bike etc.)
**CEFR:** B2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::B2
"illumination
/i.lju:mi'neiʃәn/

_…complicated that it
has 250,000 individually controlled shutters, to ensure its **illumination** by the
correct narrow slice of the sky._","## illumination

**Chinese:** n. 照明, 阐明, 启发\n[医] 照明, 映光
**English:** n. the degree of visibility of your environment
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"primordial
/prai'mɒ:diәl/

_…e impact on
the rest of the cosmos by emitting radiation that blasted apart its **primordial**
hydrogen atoms to create a plasma of electrons and protons._","## primordial

**Chinese:** a. 原始的, 自原始时代的\n[医] 原始的
**English:** s having existed from the beginning; in an earliest or original stage or state
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"pastoral
/'pæstәrәl/

_…ing, Indo-European-tongued Central Asian peoples seems to have brought
in a new **pastoral** culture and what eventually became a new religion—
Hinduism._","## pastoral

**Chinese:** n. 牧歌, 田园诗\na. 牧人的, 田园生活的, 牧师的, 田园式的
**English:** n. a letter from a pastor to the congregation\nn. a literary work idealizing the rural life (especially the life of shepherds)\na. of or relating to a pastor
**CEFR:** B2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::B2
"armada
/ɑ:'mɑ:dә/

_The Chinese navy cannot hope to sustain an Atlantic-facing **armada**
that would rival that of America and its allies, whose ships, bases a…_","## armada

**Chinese:** n. 舰队
**English:** n. a large fleet
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"infamy
/'infәmi/

_Briefing

A weary superpower

The “date which will live in **infamy**”, as Franklin Roosevelt called it,
transformed America’s place in the world._","## infamy

**Chinese:** n. 声名狼藉, 丑恶\n[法] 丧失公权, 剥夺, 臭名昭著
**English:** n. a state of extreme dishonor\nn. evil fame or public reputation
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"chastise
/tʃæ'staiz/

_Commentators **chastise** it for endangering global stability and America’s
security, and being soft on Chinese human-rights abuses._","## chastise

**Chinese:** vt. 责骂, 惩罚\n[法] 责罚, 惩戒, 严惩
**English:** v. censure severely
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"nondescript
/'nɒndiskript/

_The **nondescript** man in the
dark suit, Suga Yoshihide, took over, but after a year he too was gone._","## nondescript

**Chinese:** a. 莫可名状的, 难以区别的\nn. 难以名状的事物, 不属任何类型的人
**English:** n. a person is not easily classified and not very interesting
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"gerontology
/.dʒerɒn'tɒlәdʒi/

_Their convergence demands “a new map of life”,
says Akiyama Hiroko, founder of the University of Tokyo’s Institute of
**Gerontology**._","## gerontology

**Chinese:** n. 老年医学, 老人学\n[医] 老年医学, 老年病学, 老人学
**English:** n the branch of medical science that deals with diseases and problems specific to old people
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"giver
/'givә/

_Mitteleuropean versions of the magical present-**giver** had long been around;
but the modern standard was set in 1822 by a ric…_","## giver

**Chinese:** n. 给予者, 赠予人
**English:** n. someone who devotes himself completely
**CEFR:** A1

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::A1
"bide
/baid/

_With millions at risk of starving, rebel forces cannot afford to **bide**
their time._","## bide

**Chinese:** vt. 等候, 住, 忍耐, 等待
**English:** v. dwell
**CEFR:** B2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::B2
"chuckle
/'tʃʌkl/

_The Marble Arch mound

It has managed to draw in passers-by, perhaps in search of a **chuckle**._","## chuckle

**Chinese:** n. 咯咯的笑声, 轻笑\nvi. 咯咯的笑, 咕咕叫
**English:** v. laugh quietly or with restraint
**CEFR:** B1

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::B1
"apotheosis
/ә.pɒθi'әusis/

_Two Nissen huts, joined end to end, underwent an **apotheosis** on
Scotland’s Orkney Isles at the hands of Italian prisoners-of-war._","## apotheosis

**Chinese:** n. 尊崇为神, 神化, 美化
**English:** n model of excellence or perfection of a kind; one having no equal\nn the elevation of a person (as to the status of a god)
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"madonna
/mә'dɒnә/

_A painted **Madonna** and Child rise behind
the altar._","## madonna

**Chinese:** n. 圣母玛利亚, 圣母像
**English:** n. United States pop singer and sex symbol during the 1980s (born in 1958)
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"warlike
/'wɒ:laik/

_…as he put it, “He saw that it would be very
dangerous to the Province to have a **warlike** people, hostile to Rome,
established close to its rich cornlands.” (…_","## warlike

**Chinese:** a. 准备战斗的, 好战的, 尚武的, 勇于作战的, 军事的\n[法] 好战的, 军事的
**English:** s. suggesting war or military life
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"eclecticism
/ek'lektisizm/

_The title of one directive from 2013 makes
plain the project’s **eclecticism**: “Serial killers; the countryside; what makes
you happy?”

would…_","## eclecticism

**Chinese:** n. 折衷派, 折衷主义, 折衷说\n[医] 折衷[主义]医学
**English:** n. making decisions on the basis of what seems best instead of following some single doctrine or style
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"scythe
/saið/

_…1990, after Ms
Sheridan announced Pocock’s retirement, “Until the man with the **scythe**
turns up, or you decide you’ve had enough of me, I shall send in my
c…_","## scythe

**Chinese:** n. 长柄大镰刀, 大钐镰\nvt. 用大镰刀割
**English:** n. an edge tool for cutting grass; has a long handle that must be held with both hands and a curved blade that moves parallel to the ground\nv. cut with a scythe
**CEFR:** B2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::B2
"xenophobia
/,zenә'fәubiә/

_…Many Czechs who
remember his earlier, jovial TV personality wonder whether his **xenophobia**
is an act._","## xenophobia

**Chinese:** n. 无端畏惧和憎恨外国人/陌生人, 对外国人的畏惧和憎恨\n[医] 生客恐怖
**English:** n. a fear of foreigners or strangers
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"acoustics
/ә'ku:stiks/

_In place of the tent was an inflatable
yellow cube, with dimples for better **acoustics**._","## acoustics

**Chinese:** n. 音响效果, 声学\n[化] 声学
**English:** n. the study of the physical properties of sound
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"gentry
/'dʒentri/

_…loons are deemed wily, lazy and corrupt: a race of
drinkers and dreamers, faded **gentry** and public servants employed in vast
numbers by a bloated patronage s…_","## gentry

**Chinese:** n. 贵族们
**English:** n. the most powerful members of a society
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"metamorphosis
/.metә'mɒ:fәsis/

_He called his project
“**Metamorphosis**”: man into bird._","## metamorphosis

**Chinese:** n. 蜕变, 变质, 变形\n[医] 变态, 变形, 变质
**English:** n. the marked and rapid transformation of a larva into an adult that occurs in some animals\nn. a complete change of physical form or substance especially as by magic or witchcraft
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"instigator
/'instigeitә/

_…dismissive of the
legitimacy of its political opposition.” Mr Trump was not the **instigator**, but
rather a beneficiary and powerful accelerant of that long-st…_","## instigator

**Chinese:** n. 煽动者\n[法] 教唆犯, 教唆者, 煽动
**English:** n. someone who deliberately foments trouble\nn. a person who initiates a course of action
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"officious
/ә'fiʃәs/

_One is Garth Young of
Wellmark Customs and Logistics, who reports that the Germans are
**officious**, the Dutch finicky and the French hard to get hold of._","## officious

**Chinese:** a. 多管闲事的, 非官方的\n[法] 非官方的, 非正式的
**English:** s intrusive in a meddling or offensive manner
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"remonstrate
/ri'mɒnstreit/

_He found locals
less fervent: Remainers muttered that it was too late; Leavers looked
displeased but did not **remonstrate**._","## remonstrate

**Chinese:** vi. 表示异议, 抗议, 责备\nvt. 抗议地说
**English:** v. argue in protest or opposition\nv. present and urge reasons in opposition
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"ascendancy
/ә'sendәnsi/

_With the
mineral in the **ascendancy**, no big Western mining company has done as well
for shareholders…_","## ascendancy

**Chinese:** n. 优势, 支配地位
**English:** n the state that exists when one person or group has power over another
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"diminutive
/di'minjutiv/

_Obituary

Troublemaker in a cassock

Yet the **diminutive** Mr Tutu kept piping up for the voiceless._","## diminutive

**Chinese:** a. 小的, 小型的, 指小的\nn. 身材极小的人, 指小词, 爱称
**English:** n. a word that is formed with a suffix (such as -let or -kin) to indicate smallness
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"ostracism
/'ɒstrәsizm/

_It
was economic sanctions and moral **ostracism**, both of which he championed,
that ended apartheid._","## ostracism

**Chinese:** n. 流放, 放逐, 排斥\n[法] 流放, 放逐, 排斥
**English:** n. the act of excluding someone from society by general consent
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
